Region;Site;Unit;Batch;Species;Start Fish Density;End Fish Density;Hatchery;Lot Quality;Origin Year;Origin Month;From;To;Start Av. Wt.;End Av.Wt.;Model End Av. Wt. Act. Feed;Av. Wt. Deviation (%);Av. Wt. Before Sampl.;Model End Av. Wt. Sugg. Feed;Actual Feed;Feed Category;Supplier;Period Feed Qty;Suggested Feed Qty;Feed Deviation (%);Opening Fish No;Opening Biomass;Closing Fish No;Closing Biomass;Harvest Biomass;Transfer - (Kg);Transfer + (Kg);Biomass Produced;Biomass Produced Before Sampl.;Econ. FCR Period;Econ FCR Period Before Sampl.;Mortality No;Model Mortality No;Mortality Deviation (%);SFR Period (%);SFR Period (%) Before Sampl.;SGR Period (%);Max Feed Qty;Food Price;Current Grading;Feeding Policy;Group Tag;Vaccinated;Feeder;Feeding Rate (Kg / Hour);Fastings No;Avg. Temp.;Avg. Oxygene;Transfer - (No);Transfer + (No);Harvest (No);Sampling (No);LTD Mortality No;LTD Mortality %;LTD Econ. FCR;Period Day Degrees;Start Av. Weight Category;End Av. Weight Category;CLASS;LOTSTART;AGE
REGION-2;SITE-3;274_118-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;0.59;1.2;HATCH-4;;2014;July;8/1/2014;8/29/2014;9.48;20;21.42;-6.63;15.49;9.48;BLUELINE 2.0mm;ΒLUE LINE;FEEDUS;1227;0;0;74900;710.052;72600;1452;0;0;0;741.948;414.522;1.6537547106;2.9600358968;3300;0;0;4.23;4.86;2.67;590;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;27.65;0;0;1;0;1;9400;11.4634146341;1.7157754335;802;0-20;20-50;BAD;7/1/2014;59
REGION-2;SITE-3;274_118-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;1.2;1.26;HATCH-4;;2014;July;8/29/2014;8/31/2014;20;20.94;21.38;-2.06;20.47;20;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;150;0;0;72600;1452;72600;1520.244;0;0;0;68.244;34.122;2.1979954282;4.3959908563;100;0;0;5.05;5.11;2.3;150;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;28.07;0;0;0;0;2;9400;11.4634146341;1.6966349514;84;20-50;20-50;BAD;7/1/2014;61
REGION-2;SITE-3;274_118-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;1.26;2.47;HATCH-4;;2014;July;8/31/2014;9/29/2014;20.94;42;38.23;9.86;21.41;20.94;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;1789;0;0;72600;1520.244;70960;2980.32;0;0;0;1460.076;-0.9904;1.2252786841;-1806.3408723748;1640;0;0;2.84;4.06;2.4;1789;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;27.39;0;0;0;0;2;11040;13.4634146341;1.3829036727;825;20-50;20-50;GOOD;7/1/2014;90
REGION-2;SITE-3;274_118-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;2.47;2.5;HATCH-4;;2014;July;9/29/2014;9/30/2014;42;42.57;43.1;-1.23;42;42;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;100;0;0;70960;2980.32;70960;3020.7672;0;0;0;40.4472;0;2.4723590261;0;120;0;0;3.33;0;1.35;100;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;26.2;0;0;0;0;2;11040;13.4634146341;1.3804241813;52;20-50;20-50;BAD;7/1/2014;91
REGION-2;SITE-3;274_118-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;2.5;1.57;HATCH-4;;2014;July;9/30/2014;10/30/2014;42.57;65;71.63;-9.26;58.11;42.57;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;2500;0;0;70960;3020.7672;67935;4415.775;0;0;0;1395.0078;926.93565;1.792104675;2.6970588519;3025;0;0;2.27;2.41;1.41;1063;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;23.9;0;0;0;0;2;14065;17.1524390244;1.5188169382;670;20-50;50-100;BAD;7/1/2014;121
REGION-2;SITE-3;274_118-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;1.57;2.32;HATCH-4;;2014;July;10/30/2014;11/26/2014;65;97;92.81;4.51;79.61;65;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;2522;0;0;67935;4415.775;67350;6532.95;0;0;0;2117.175;945.9585;1.191209985;2.666078903;585;0;0;1.73;1.92;1.48;2347;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;20.58;0;0;0;0;2;14650;17.8658536585;1.3844369375;575;50-100;50-100;GOOD;7/1/2014;148
REGION-2;SITE-3;274_118-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;2.32;2.89;HATCH-4;;2014;July;11/26/2014;12/24/2014;97;121;114.47;5.7;109.22;97;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;1822;0;0;67350;6532.95;67150;8125.15;0;0;0;1592.2;801.173;1.1443286019;2.2741655048;210;0;0;0.89;0.94;0.79;1822;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;18.89;0;0;0;0;2;14850;18.1097560976;1.3234460545;507;50-100;100-150;GOOD;7/1/2014;176
REGION-2;SITE-3;274_118-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;2.89;2.95;HATCH-4;;2014;July;12/24/2014;12/31/2014;121;123.88;124.28;-0.32;122.44;121;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;350;0;0;67150;8125.15;67110;8313.5868;0;0;0;188.4368;91.7984;1.8573866676;3.8127026179;60;0;0;0.61;0.61;0.34;350;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;17.85;0;0;0;0;2;14890;18.1585365854;1.3300310366;126;100-150;100-150;BAD;7/1/2014;183
REGION-2;SITE-3;274_118-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;2.95;3.09;HATCH-4;;2014;July;12/31/2014;1/27/2015;123.88;130;133.53;-2.64;133.05;123.88;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;1097;0;0;67110;8313.5868;66920;8699.6;0;0;0;386.0132;590.1192;2.8418717287;1.8589464637;190;0;0;0.48;0.47;0.18;1097;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;16.1;0;0;0;0;2;15080;18.3902439024;1.396132453;419;100-150;100-150;BAD;7/1/2014;210
REGION-2;SITE-3;274_118-0-0;274_ΤΣ_0714_31;ΤΣΙΠΟΥΡΑ;3.09;3.39;HATCH-4;;2014;July;1/27/2015;2/26/2015;130;143;140.02;2.13;139.79;130;SILVERLINE 5,0 mm;SILVER LINE;FEEDUS;1205;0;0;66920;8699.6;66650;9530.95;0;0;0;831.35;617.4035;1.4494496903;1.95172201;270;0;0;0.44;0.45;0.32;831;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.99;0;0;0;0;3;15350;18.7195121951;1.3969551813;420;100-150;100-150;GOOD;7/1/2014;240
REGION-2;SITE-3;500_32-0-0;500_ΤΣ_0514_30;ΤΣΙΠΟΥΡΑ;4.6;4.59;HATCH-2;;2014;May;3/22/2015;3/30/2015;139.72;140;142.01;-1.42;141.96;139.72;SILVERLINE 5,0 mm;SILVER LINE;FEEDUS;299;0;0;72759;10165.88748;72509;10151.26;0;0;0;-14.62748;127.49016;-20.4409782136;2.3452790396;260;0;0;0.37;0.37;0.03;299;0;Γ;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;15;0;0;1;0;1;22739.81;21.5945085295;2.8078220142;105;100-150;100-150;BAD;5/1/2014;333
REGION-2;SITE-3;274_112-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;0.92;1.34;HATCH-2;;2014;September;12/10/2014;12/24/2014;17.84;26;21.15;22.93;19.44;17.84;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;496;0;0;114250;2038.22;114070;2965.82;0;0;0;927.6;179.3008;0.5347132385;2.7663010985;180;0;0;1.43;1.67;2.69;496;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;18.57;0;0;1;0;1;13986.43;10.9220833347;1.6592654319;258;0-20;20-50;GOOD;9/1/2014;114
REGION-2;SITE-3;274_112-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;1.34;1.42;HATCH-2;;2014;September;12/24/2014;12/31/2014;26;27.5;27.68;-0.65;26.73;26;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;259;0;0;114070;2965.82;114030;3135.825;0;0;0;170.005;82.2019;1.5234846034;3.1507787533;60;0;0;1.21;1.23;0.8;259;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;17.85;0;0;0;0;2;14026.43;10.9533195639;1.6342521955;126;20-50;20-50;BAD;9/1/2014;121
REGION-2;SITE-3;274_112-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;1.42;1.9;HATCH-2;;2014;September;12/31/2014;1/27/2015;27.5;37;33.76;9.6;33.56;27.5;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;1017;0;0;114030;3135.825;113840;4212.08;0;0;0;1076.255;684.6454;0.9449433452;1.4854404923;190;0;0;1.03;1.09;1.1;1017;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;16.1;0;0;0;0;2;14216.43;11.1016916527;1.4103302744;419;20-50;20-50;GOOD;9/1/2014;148
REGION-2;SITE-3;274_112-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;1.9;2.31;HATCH-2;;2014;September;1/27/2015;2/26/2015;37;45;42.59;5.66;42.35;37;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;992;0;0;113840;4212.08;113570;5110.65;0;0;0;898.57;597.6095;1.1039763179;1.6599468382;270;0;0;0.71;0.73;0.65;992;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.99;0;0;0;0;3;14486.43;11.3125361999;1.3389827023;420;20-50;20-50;GOOD;9/1/2014;178
REGION-2;SITE-3;274_112-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;2.31;2.87;HATCH-2;;2014;September;2/26/2015;3/30/2015;45;56;51.99;7.71;51.4;45;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;1239;0;0;113570;5110.65;113230;6340.88;0;0;0;1230.23;709.372;1.0071287483;1.7466153161;340;0;0;0.68;0.71;0.68;728;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.97;0;0;0;0;3;14826.43;11.5780441482;1.2593951975;479;20-50;50-100;GOOD;9/1/2014;210
REGION-2;SITE-3;274_110-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;0.81;0.86;HATCH-2;;2014;September;12/19/2014;12/24/2014;32.14;34;34.5;-1.45;34.28;32.14;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;210;0;0;66025;2122.0435;65985;2243.49;0;0;0;121.4465;139.9223;1.7291564598;1.5008329623;40;0;0;1.92;1.92;1.13;210;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;18.25;0;0;1;0;1;11393.6;14.7244864503;1.842014067;108;20-50;20-50;BAD;9/1/2014;114
REGION-2;SITE-3;274_110-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;0.86;0.9;HATCH-2;;2014;September;12/24/2014;12/31/2014;34;35.72;35.94;-0.61;34.85;34;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;175;0;0;65985;2243.49;65945;2355.5554;0;0;0;112.0654;54.69325;1.5615881441;3.1996635782;60;0;0;1.09;1.1;0.71;175;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;17.85;0;0;0;0;2;11433.6;14.7761803362;1.8117835418;126;20-50;20-50;BAD;9/1/2014;121
REGION-2;SITE-3;274_110-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;0.9;1.11;HATCH-2;;2014;September;12/31/2014;1/27/2015;35.72;44;43.41;1.36;43.13;35.72;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;753;0;0;65945;2355.5554;65755;2893.22;0;0;0;537.6646;480.45775;1.4005013534;1.5672553934;190;0;0;1.07;1.08;0.77;753;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;16.1;0;0;0;0;2;11623.6;15.0217262941;1.7094073264;419;20-50;20-50;GOOD;9/1/2014;148
REGION-2;SITE-3;274_110-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;1.11;1.45;HATCH-2;;2014;September;1/27/2015;2/26/2015;44;58;51.22;13.24;50.75;44;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;739;0;0;65755;2893.22;65485;3798.13;0;0;0;904.91;430.14375;0.8166558;1.7180303096;270;0;0;0.74;0.79;0.92;389;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.99;0;0;0;0;3;11893.6;15.3706600237;1.453791061;405;20-50;50-100;GOOD;9/1/2014;178
REGION-2;SITE-3;274_110-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;1.45;1.67;HATCH-2;;2014;September;2/26/2015;3/30/2015;58;67;65.82;1.79;65.23;58;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;813;0;0;65485;3798.13;65145;4364.715;0;0;0;566.585;451.27835;1.4349126786;1.8015488667;340;0;0;0.62;0.63;0.45;813;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.97;0;0;0;0;3;12233.6;15.8100580535;1.4445807644;479;50-100;50-100;GOOD;9/1/2014;210
REGION-2;SITE-4;501_75-0-0;501_ΤΣ_0414_35;ΤΣΙΠΟΥΡΑ;7.04;6.94;HATCH-2;;2014;April;3/11/2015;3/23/2015;250.16;247;256.12;-3.56;249.98;250.16;SILVERLINE 5,0 mm;SILVER LINE;FEEDUS;786;0;0;62226;15566.45616;62151;15351.297;0;0;0;-215.15916;-29.94918;-3.6531096329;-26.244458112;75;0;0;0.42;0.42;-0.11;786;0;Β;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;15;0;0;1;0;1;6219.71;9.5881955485;1.7263481265;195;250-300;200-250;BAD;4/1/2014;356
REGION-2;SITE-3;274_105-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;2.28;2.76;HATCH-2;;2014;September;12/19/2014;12/24/2014;41.21;50;43.74;14.31;43.55;41.21;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;352;0;0;100000;4121;99960;4998;0;0;0;877;232.258;0.401368301;1.5155559765;40;0;0;1.55;1.66;3.87;352;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;18.25;0;0;1;0;1;14540.45;12.6990330606;1.1530203741;108;20-50;50-100;GOOD;9/1/2014;114
REGION-2;SITE-3;274_105-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;2.76;2.85;HATCH-2;;2014;September;12/24/2014;12/31/2014;50;51.62;51.86;-0.46;50.81;50;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;259;0;0;99960;4998;99920;5157.8704;0;0;0;159.8704;78.9352;1.6200622504;3.2811724047;60;0;0;0.73;0.73;0.46;259;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;17.85;0;0;0;0;2;14580.45;12.7339674211;1.1616666021;126;50-100;50-100;BAD;9/1/2014;121
REGION-2;SITE-3;274_105-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;2.85;3.58;HATCH-2;;2014;September;12/31/2014;1/27/2015;51.62;65;60.52;7.4;60.27;51.62;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;1324;0;0;99920;5157.8704;99730;6482.45;0;0;0;1324.5796;852.8567;0.9995624272;1.5524296168;190;0;0;0.85;0.88;0.85;1187;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;16.1;0;0;0;0;2;14770.45;12.8999056336;1.1173571322;419;50-100;50-100;GOOD;9/1/2014;148
REGION-2;SITE-3;274_105-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;3.58;4.29;HATCH-2;;2014;September;1/27/2015;2/26/2015;65;78;72.45;7.66;72.12;65;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;1188;0;0;99730;6482.45;99460;7757.88;0;0;0;1275.43;690.6052;0.9314505696;1.7202303139;270;0;0;0.56;0.58;0.61;1188;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.99;0;0;0;0;3;15040.45;13.1357125671;1.0760841127;420;50-100;50-100;GOOD;9/1/2014;178
REGION-2;SITE-3;274_105-0-0;274_ΤΣ_0914_32;ΤΣΙΠΟΥΡΑ;4.29;4.71;HATCH-2;;2014;September;2/26/2015;3/30/2015;78;86;86.24;-0.28;85.7;78;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;1372;0;0;99460;7757.88;99120;8524.32;0;0;0;766.44;736.704;1.7900944627;1.8623490574;340;0;0;0.53;0.53;0.31;1372;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;14.97;0;0;0;0;3;15380.45;13.4326546315;1.1407296816;479;50-100;50-100;BAD;9/1/2014;210
REGION-2;SITE-4;501_84-0-0;501_ΤΣ_0414_35;ΤΣΙΠΟΥΡΑ;1.76;;HATCH-2;;2014;April;2/28/2015;3/23/2015;259;258;268.81;-4.02;257.7;259;SILVERLINE 5,0 mm;SILVER LINE;FEEDUS;1324;0;0;17751;4597.509;65153;16809.474;0;0;12692.813;-480.848;-500.3939;-2.7534688717;-2.6459155477;1655;0;0;-15.52;-14.9;-0.02;1324;0;Β;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;15.11;0;0;3;0;2;8872.19;12.1056801058;1.775942363;350;250-300;250-300;BAD;4/1/2014;356
REGION-2;SITE-4;501_77-0-0;501_ΤΣ_0414_35;ΤΣΙΠΟΥΡΑ;;;HATCH-2;;2014;April;4/3/2014;5/23/2014;3.8;12.5;12.36;1.13;7.41;3.8;BLUELINE 1,6 mm;ΒLUE LINE;FEEDUS;2051;0;0;194000;737.2;186000;2325;0;0;0;1587.8;641.06;1.2917243985;3.1993885128;8000;0;0;2.97;4;2.38;1976;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;17.5;0;0;0;0;2;8000;4.1237113402;1.2917243985;875;0-20;0-20;GOOD;4/1/2014;52
REGION-2;SITE-4;501_77-0-0;501_ΤΣ_0414_35;ΤΣΙΠΟΥΡΑ;;;HATCH-2;;2014;April;5/23/2014;6/23/2014;12.5;24;27.14;-11.57;21.52;12.5;BLUELINE 2.0mm;ΒLUE LINE;FEEDUS;3304;0;0;186000;2325;184915;4437.96;0;0;0;2112.96;1654.3708;1.5636831743;1.9971338953;1085;0;0;3.26;3.46;2.1;1879;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;20.96;0;0;0;0;2;9085;4.6829896907;1.4372723441;648;0-20;20-50;BAD;4/1/2014;83
REGION-2;SITE-4;501_77-0-0;501_ΤΣ_0414_35;ΤΣΙΠΟΥΡΑ;;4.37;HATCH-2;;2014;April;6/23/2014;7/21/2014;24;48;49.25;-2.54;35.6;24;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;5714;0;0;184915;4437.96;183065;8787.12;0;0;0;4349.16;2079.154;1.313816921;2.7482331756;1850;0;0;3.21;3.77;2.48;4392;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;25.14;0;0;0;0;2;10935;5.6365979381;1.3499513039;737;20-50;20-50;BAD;4/1/2014;111
REGION-2;SITE-4;501_77-0-0;501_ΤΣ_0414_35;ΤΣΙΠΟΥΡΑ;4.37;7.11;HATCH-2;;2014;April;7/21/2014;8/31/2014;48;80.72;82.27;-1.88;67.93;48;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;9522;0;0;183065;8787.12;177075;14293.494;0;0;0;5506.374;3241.58475;1.7292686621;2.9374521212;5990;0;0;2.05;2.25;1.27;3875;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;27.58;0;0;0;0;2;16925;8.7242268041;1.4911154922;1158;20-50;50-100;BAD;4/1/2014;152
REGION-2;SITE-4;501_77-0-0;501_ΤΣ_0414_35;ΤΣΙΠΟΥΡΑ;7.11;9.32;HATCH-2;;2014;April;8/31/2014;9/22/2014;80.72;106;104.65;1.29;81.73;80.72;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;7176;0;0;177075;14293.494;176805;18741.33;0;0;0;4447.836;156.77865;1.6133688382;45.7715384078;270;0;0;1.99;2.27;1.24;7176;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;27.81;0;0;0;0;2;17195;8.8634020619;1.5074319059;641;50-100;100-150;GOOD;4/1/2014;174
REGION-2;SITE-4;501_77-0-0;501_ΤΣ_0414_35;ΤΣΙΠΟΥΡΑ;9.32;10.14;HATCH-2;;2014;April;9/22/2014;9/30/2014;106;115.44;117.29;-1.58;106;106;BL 3.5 BREAM;ΒLUE LINE;FEEDUS;2963;0;0;176805;18741.33;176655;20393.0532;0;0;0;1651.7232;-15.9;1.7938841084;-186.3522012579;150;0;0;1.89;1.98;1.07;2963;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;26.49;0;0;0;0;2;17345;8.9407216495;1.5143580743;239;100-150;100-150;BAD;4/1/2014;182
REGION-2;SITE-4;501_77-0-0;501_ΤΣ_0414_35;ΤΣΙΠΟΥΡΑ;10.14;13.46;HATCH-2;;2014;April;9/30/2014;10/27/2014;115.44;153.5;156.45;-1.89;133.17;115.44;BLUELINE 5,0 mm;ΒLUE LINE;FEEDUS;9969;0;0;176655;20393.0532;176250;27054.375;0;0;0;6661.3218;3078.1593;1.4965498289;3.23862381;435;0;0;1.57;1.69;1.06;6546;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;24.15;0;0;0;0;2;17750;9.1494845361;1.4970451806;629;100-150;150-200;BAD;4/1/2014;209
REGION-2;SITE-4;501_77-0-0;501_ΤΣ_0414_35;ΤΣΙΠΟΥΡΑ;13.46;12.78;HATCH-2;;2014;April;10/27/2014;11/25/2014;153.5;190;196.63;-3.37;180.41;153.5;BLUELINE 5,0 mm;ΒLUE LINE;FEEDUS;11349;0;0;176250;27054.375;175830;33407.7;0;0;0;6353.325;4667.1153;1.7863087438;2.4316947987;420;0;0;1.3;1.33;0.74;11349;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;21.08;0;0;0;0;2;18170;9.3659793814;1.5418190723;629;150-200;150-200;BAD;4/1/2014;238
REGION-2;SITE-4;501_77-0-0;501_ΤΣ_0414_35;ΤΣΙΠΟΥΡΑ;12.78;10.05;HATCH-2;;2014;April;11/25/2014;12/22/2014;190;214;224.95;-4.87;216.9;190;BLUELINE 5,0 mm;ΒLUE LINE;FEEDUS;6537;0;0;175830;33407.7;122701;26258.014;0;16811.98;6939.64468;2722.64932;3078.48222;2.4009702432;2.1234490027;355;0;0;-2.14;-1.79;0.44;3600;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;19.49;0;1;1;0;2;13106.73;9.6509454948;1.6199034463;507;150-200;200-250;BAD;4/1/2014;265
REGION-2;SITE-4;501_77-0-0;501_ΤΣ_0414_35;ΤΣΙΠΟΥΡΑ;10.05;10.33;HATCH-2;;2014;April;12/22/2014;12/31/2014;214;223.26;223.84;-0.26;217.75;214;SILVERLINE 5,0 mm;SILVER LINE;FEEDUS;2137;0;0;122701;26258.014;120951;27003.52026;0;0;0;745.50626;79.06625;2.8665084583;27.0279670529;1750;0;0;0.89;0.9;0.47;2137;0;-;ΤΣΙΠΟΥΡΑ 2014;;Unchecked;;0;0;18.21;0;0;0;0;2;14856.73;10.9395319398;1.6464953443;180;200-250;200-250;BAD;4/1/2014;274
REGION-2;SITE-4;501_84-0-0;501_ΤΣ_0414_35;ΤΣΙΠΟΥΡΑ;10.74;10.72;HATCH-2;;2014;April;1/14/2015;1/21/2015;233.08;233;237.47;-1.88;237.61;233.08;SILVERLINE 5,0 mm;SILVER LINE;FEEDUS;1038;0;0;120481;28081.71148;120301;28030.133;0;0;0;-51.57848;503.00913;-20.1246721501;2.063580834;180;0;0;0.53;0.52;0;1038;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;15.7;0;0;1;0;1;15506.73;11.4181497622;1.6996204088;109;200-250;200-250;BAD;4/1/2014;295
REGION-2;SITE-4;501_84-0-0;501_ΤΣ_0414_35;ΤΣΙΠΟΥΡΑ;10.72;5.07;HATCH-2;;2014;April;1/21/2015;2/24/2015;233;241;248.98;-3.21;248.04;233;SILVERLINE 5,0 mm;SILVER LINE;FEEDUS;3549;0;0;120301;28030.133;55017;13259.097;0;14458.87;0;-312.166;75.15368;-11.368951135;47.2232364403;840;0;0;25.03;-99.97;0.1;3549;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;15.24;0;4;0;0;3;7647.5;12.2038793894;1.7875847565;471;200-250;200-250;BAD;4/1/2014;329
REGION-2;SITE-3;274_104-0-0;500_ΤΣ_0514_30;ΤΣΙΠΟΥΡΑ;0.67;0.6;HATCH-2;;2014;May;6/20/2014;6/27/2014;8.8;12;12.59;-4.69;12.7;8.8;BLUELINE 1,6 mm;ΒLUE LINE;FEEDUS;390;0;0;91180;802.384;91010;1092.12;0;0;0;289.736;353.443;1.3460529586;1.1034311049;170;0;0;5.93;5.75;4.43;390;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;23.75;0;0;1;0;1;990;1.0760869565;1.1828198225;190;0-20;0-20;BAD;5/1/2014;57
REGION-2;SITE-3;274_104-0-0;500_ΤΣ_0514_30;ΤΣΙΠΟΥΡΑ;0.6;1.28;HATCH-2;;2014;May;6/27/2014;7/30/2014;12;32;32.17;-0.53;22.51;12;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;2171;0;0;91010;1092.12;88350;2827.2;0;0;0;1735.08;896.6385;1.2512391359;2.4212656494;2660;0;0;3.61;4.4;2.97;1186;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;25.74;0;0;0;0;2;3650;3.9673913043;1.2098998975;878;0-20;20-50;BAD;5/1/2014;90
REGION-2;SITE-3;274_104-0-0;500_ΤΣ_0514_30;ΤΣΙΠΟΥΡΑ;1.28;2.22;HATCH-2;;2014;May;7/30/2014;8/29/2014;32;56;51.75;8.21;41.12;32;BLUELINE 2,5 mm;ΒLUE LINE;FEEDUS;2584;0;0;88350;2827.2;87740;4913.44;0;0;0;2086.24;780.6688;1.2385919166;3.3099824151;760;0;0;2.28;2.69;1.87;1874;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;27.61;0;0;0;0;2;4260;4.6304347826;1.2066250833;856;20-50;50-100;GOOD;5/1/2014;120
REGION-2;SITE-3;274_104-0-0;500_ΤΣ_0514_30;ΤΣΙΠΟΥΡΑ;2.22;2.28;HATCH-2;;2014;May;8/29/2014;8/31/2014;56;57.5;58.19;-1.19;56.75;56;BL 3.5 BASS;ΒLUE LINE;FEEDUS;300;0;0;87740;4913.44;87740;5045.05;0;0;0;131.61;65.805;2.279462047;4.5589240939;40;0;0;3.01;3.03;1.32;250;0;-;ΤΣΙΠΟΥΡΑ 2015;;Unchecked;;0;0;28.07;0;0;0;0;2;4260;4.6304347826;1.2152883655;84;50-100;50-100;BAD;5/1/2014;122
